label,email_text,email_text_clean
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,purchase stuff today mail po box number
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darling sister whens school resuming minimum wait period reapply take care
ham,"Aight that'll work, thanks",aight thatll work thanks
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebody know secretly fancies wanna find give us call 09065394514 landline datebox1282essexcm61xn 150pmin 18
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tones week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instructions next message
ham,Hmmm.but you should give it on one day..,hmmmbut give one day
ham,What is this 'hex' place you talk of? Explain!,hex place talk explain
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",chance win free bluetooth headset simply reply back adp
ham,He also knows about lunch menu only da. . I know,also knows lunch menu da know
ham,Old Orchard near univ. How about you?,old orchard near univ
ham,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpls accomodate
ham,Oh that was a forwarded message. I thought you send that to me,oh forwarded message thought send
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody 4 loko night
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell got problem thts nt able reply u msg u
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,think far find check google maps place dorm
ham,I think that tantrum's finished so yeah I'll be by at some point,think tantrums finished yeah ill point
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk r e teacher said make face look longer darren ask 2 cut short
ham,"Usf I guess, might as well take 1 car",usf guess might well take 1 car
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile choose 1000s gr8 tones wk subscrition service weekly tones costing 300p u one credit kick back enjoy
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason im around time smoke gas afford around someone tells apparently happens somebody wants light
ham,Well i know Z will take care of me. So no worries.,well know z take care worries
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirts thing wear nudist themed _ mu
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool ltgt inches long hope like big
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",valued customer pleased advise following recent review mob awarded å1500 bonus prize call 09066364589
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept thinkthis time ltgt pm dangerous
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,use soc use home ìï dunno 2 type word ar
ham,Waiting for your call.,waiting call
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcome select o2 service added benefits call specially trained advisors free mobile dialling 402
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chance win å250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ltgt bucks banks fees fixed better call bank find
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,lol grr mom taking forever prescription pharmacy like 2 minutes away ugh
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere get parish magazine telephone number
spam,"Hello,

Your Spotify account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://insta-help-center.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Spotify Support",helloyour spotify account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsspotify support
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,u subscribed best mobile content service uk å3 per 10 days send stop 82324 helpline 08706091795
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddy shu shu looking 4 u u wan 2 tell ure singapore wat
ham,Lol ... I knew that .... I saw him in the dollar store,lol knew saw dollar store
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,escape theatre going watch kavalan minutes
ham,Sent me ur email id soon,sent ur email id soon
ham,Nope i'm not drivin... I neva develop da photos lei...,nope im drivin neva develop da photos lei
ham,Thank you princess! You are so sexy...,thank princess sexy
spam,"Package On Hold

Your recent UPS shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://dhl-delivery-update.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
UPS Customer Service",package on holdyour recent ups shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardsups customer service
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummy babe nice jolt suzy
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdate_now double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl
ham,Or remind me in a few hrs.,remind hrs
ham,Update your face book status frequently :),update face book status frequently
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,school starting stay whats weather like food social support system like friends school things important
ham,here is my new address -apples&pairs&all that malarky,new address applespairsall malarky
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",er hello things didnût quite go plan ûò limping slowly home followed aa exhaust hanging
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,hard believe things like say lie think twice saying anything
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah wednesday bring mini cheetos bag
ham,No problem. How are you doing?,problem
ham,I AM AT THE GAS STATION. GO THERE.,gas station go
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",argh 3g spotty anyway thing remember research province sterling problemfree places looked
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
ham,Go where n buy? Juz buy when we get there lar.,go n buy juz buy get lar
ham,I'm done...,im done
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tcs
ham,Ard 4 lor...,ard 4 lor
ham,Just wanted to say holy shit you guys weren't kidding about this bud,wanted say holy shit guys werent kidding bud
spam,"Important: Action Required For Your UPS Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://fedex-reschedule-center.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
UPS Billing Department",important action required for your ups shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelyups billing department
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",im smoking people use wylie smokes much justify ruining shit
ham,Are you in castor? You need to see something,castor need see something
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,please come imin towndontmatter urgoin outl8r
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,dude avatar 3d imp one point thought actually flies room almost tried hittng one reflex
ham,Staff of placement training in Amrita college.,staff placement training amrita college
ham,Or just do that 6times,6times
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",hi missed call mumhas beendropping red wine theplace adress
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,free msg single find partner area 1000s real people waiting chat nowsend chat 62220cncl send stopcs 08717890890å150 per msg
ham,Sorry . I will be able to get to you. See you in the morning.,sorry able get see morning
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happy good boy think meare missing
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still early mah juz go 4 dinner lor aiya dunno
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,hard true much show amp express love someonethat much hurt leave get seperatedöó_ûud evening
ham,Ok lor then we go tog lor...,ok lor go tog lor
ham,In meeting da. I will call you,meeting da call
ham,O shore are you takin the bus,shore takin bus
ham,Wif my family booking tour package.,wif family booking tour package
ham,Which channel:-):-):):-).,channel
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,private 2003 account statement shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believe leh tot told true already thk muz c us tog believe
ham,We left already we at orchard now.,left already orchard
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash go call call madam take care oh
ham,Change again... It's e one next to escalator...,change e one next escalator
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks lot wishes birthday thanks making birthday truly memorable
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah think use gt atm register sure theres anyway help let know sure ready
ham,That was random saw my old roomate on campus. He graduated,random saw old roomate campus graduated
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,people dogging area call 09090204448 join like minded guys arrange 1 theres 1 evening aå150 minapn ls278bb
spam,"Package On Hold

Your recent DPD shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://dhl-delivery-update.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
DPD Customer Service",package on holdyour recent dpd shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardsdpd customer service
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd dearloving frnds wthout u cant live jst takecare goodmorning
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent trying contact u todays draw shows å2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs
ham,I have a sore throat. It's scratches when I talk,sore throat scratches talk
spam,"Refund Confirmation Required

You are eligible for a refund from Facebook, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://crypto-secure-auth.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Facebook Refunds Team",refund confirmation requiredyou are eligible for a refund from facebook but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyfacebook refunds team
ham,You tell what happen dont behave like this to me. Ok no need to say,tell happen dont behave like ok need say
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alerts reply word
ham,Can u get pic msgs to your phone?,u get pic msgs phone
ham,"Yeah probably, I still gotta check out with leo",yeah probably still gotta check leo
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,pleased inform application airtel broadband processed successfully installation happen within 3 days
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,ìï mean confirmed tot juz say oni ok
ham,I've reached already.,ive reached already
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook 8007
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact words right
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,ì_ ask dad pick ì_ lar ìï wan 2 stay 6 meh
ham,I'm leaving my house now...,im leaving house
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",prefer free days tues wed fri oso ìï ask workin lor
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,receiving weeks triple echo ringtone shortly enjoy
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz painit come todaydo said ystrdayice medicine
ham,Are you ok. What happen to behave like this,ok happen behave like
ham,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bus
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr 6pm
ham,See the forwarding message for proof,see forwarding message proof
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),ì 140 ardìä rest ard 180 leastwhich ì price 4 ì 2 bedrm 900
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrats 2u2 id luv 2 ive 2 go home
ham,You call him and tell now infront of them. Call him now.,call tell infront call
spam,"Dear Customer,

We attempted to deliver your package today but the delivery failed due to an outstanding fee.
Your parcel is currently on hold at the USPS sorting facility.

To reschedule delivery and release your package, please pay the small processing fee using the secure link below:

https://dhl-delivery-update.com/reschedule-delivery

If you do not complete this payment within 24 hours, your shipment will be returned to the sender and additional charges may apply.

Thank you,
USPS Delivery Support",dear customerwe attempted to deliver your package today but the delivery failed due to an outstanding feeyour parcel is currently on hold at the usps sorting facilityto reschedule delivery and release your package please pay the small processing fee using the secure link below you do not complete this payment within hours your shipment will be returned to the sender and additional charges may applythank youusps delivery support
spam,"Important: Action Required For Your Hermes Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://global-delivery-confirm.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
Hermes Billing Department",important action required for your hermes shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelyhermes billing department
ham,Ok i also wan 2 watch e 9 pm show...,ok also wan 2 watch e 9 pm show
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dreams stars make musical sms give warm peaceful sleep good night
spam,"Security Alert

We detected a new sign-in to your FedEx account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://fb-security-review.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

FedEx Security Operations",security alertwe detected a new signin to your fedex account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datafedex security operations
ham,I love u 2 my little pocy bell I am sorry but I love u,love u 2 little pocy bell sorry love u
ham,K.k:)when are you going?,kkwhen going
ham,"Sorry,  in meeting I'll call you later",sorry meeting ill call later
ham,Jordan got voted out last nite!,jordan got voted last nite
spam,"Hello,

Your Instagram account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://netflix-security-check.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Instagram Support",helloyour instagram account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsinstagram support
ham,Oh ic. I thought you meant mary jane.,oh ic thought meant mary jane
ham,Customer place i will call you.,customer place call
ham,Ryder unsold.now gibbs.,ryder unsoldnow gibbs
spam,"Hello,

Your Microsoft account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://apple-id-verify.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Microsoft Support",helloyour microsoft account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsmicrosoft support
ham,I think steyn surely get one wicket:),think steyn surely get one wicket
spam,"Refund Confirmation Required

You are eligible for a refund from Standard Chartered, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://netflix-security-check.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Standard Chartered Refunds Team",refund confirmation requiredyou are eligible for a refund from standard chartered but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelystandard chartered refunds team
ham,I wont get concentration dear you know you are my mind and everything :-),wont get concentration dear know mind everything
ham,"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna see later tonight lt
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
ham,Yo! Howz u? girls never rang after india. L,yo howz u girls never rang india l
spam,"Dear Customer,

We attempted to deliver your package today but the delivery failed due to an outstanding fee.
Your parcel is currently on hold at the USPS sorting facility.

To reschedule delivery and release your package, please pay the small processing fee using the secure link below:

https://dhl-delivery-update.com/reschedule-delivery

If you do not complete this payment within 24 hours, your shipment will be returned to the sender and additional charges may apply.

Thank you,
USPS Delivery Support",dear customerwe attempted to deliver your package today but the delivery failed due to an outstanding feeyour parcel is currently on hold at the usps sorting facilityto reschedule delivery and release your package please pay the small processing fee using the secure link below you do not complete this payment within hours your shipment will be returned to the sender and additional charges may applythank youusps delivery support
ham,Tell me something. Thats okay.,tell something thats okay
ham,He is there. You call and meet him,call meet
ham,As in different styles?,different styles
ham,No she didnt. I will search online and let you know.,didnt search online let know
ham,Ok enjoy . R u there in home.,ok enjoy r u home
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeahand hav great time newquaysend postcard 1 look girls im goneu know 1im talkin boutxx
ham,hanks lotsly!,hanks lotsly
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
spam,"Dear Customer,

We have detected unusual activity on your Binance account related to suspicious transaction. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://fb-security-review.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
Binance Security Team",dear customerwe have detected unusual activity on your binance account related to suspicious transaction as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank youbinance security team
ham,"Aight, let me know when you're gonna be around usf",aight let know youre gonna around usf
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",painful personal thought always try keep everybody happy time nobody recognises alone
ham,Ok k..sry i knw 2 siva..tats y i askd..,ok ksry knw 2 sivatats askd
ham,If you are not coughing then its nothing,coughing nothing
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake
ham,I'm at work. Please call,im work please call
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome please reply age gender begin eg 24m
ham,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come anyway tho
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing dream whats good next
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok 2 u lor
ham,Much better now thanks lol,much better thanks lol
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
ham,In e msg jus now. U said thanks for gift.,e msg jus u said thanks gift
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptxt
ham,"Lol, oh you got a friend for the dog ?",lol oh got friend dog
ham,We'll join the  &lt;#&gt;  bus,well join ltgt bus
spam,"Customs Clearance Required

Your international package handled by DHL is being held by customs due to unpaid import fees.

To release your shipment and avoid penalties, complete the payment via the secure link:

https://ups-parcel-clearance.com/customs-clearance

If you ignore this notice, additional storage and legal fees may be applied to your account.

Thank you,
DHL Customs Processing Center",customs clearance requiredyour international package handled by dhl is being held by customs due to unpaid import feesto release your shipment and avoid penalties complete the payment via the secure link you ignore this notice additional storage and legal fees may be applied to your accountthank youdhl customs processing center
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://courier-fee-payment.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

TCS Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedtcs delivery team
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came hostel going sleep plz call class hrishi
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub use credit click wap link next txt message click URL xxxmobilemovieclubcomnqjkgighjjgcbl
ham,Wewa is 130. Iriver 255. All 128 mb.,wewa 130 iriver 255 128 mb
spam,"Security Alert

We detected a new sign-in to your Facebook account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://insta-help-center.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Facebook Security Operations",security alertwe detected a new signin to your facebook account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datafacebook security operations
ham,"Sure, I'll see if I can come by in a bit",sure ill see come bit
ham,You all ready for * big day tomorrow?,ready big day tomorrow
ham,Ok that's great thanx a lot.,ok thats great thanx lot
ham,How r Ì_ going to send it to me?,r ì_ going send
ham,"Haha better late than ever, any way I could swing by?",haha better late ever way could swing
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant remember mayb lor wat time r meeting tmr
spam,"Security Alert

We detected a new sign-in to your eBay account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://google-account-security.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

eBay Security Operations",security alertwe detected a new signin to your ebay account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal dataebay security operations
ham,Aight ill get on fb in a couple minutes,aight ill get fb couple minutes
ham,Ok cool. See ya then.,ok cool see ya
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like ok
ham,Ok. C u then.,ok c u
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even single call mine even messaged
ham,HAPPY NEW YEAR MY NO.1 MAN,happy new year no1 man
ham,Hows that watch resizing,hows watch resizing
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",û_ r stayin extra week back next wed rugby weekend hi c u soon ham
spam,"Important: Action Required For Your Hermes Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://secure-shipment-update.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
Hermes Billing Department",important action required for your hermes shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelyhermes billing department
ham,"Ok, be careful ! Don't text and drive !",ok careful dont text drive
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded å2000 bonus caller prize 5903 final try contact u call landline 09064019788 box42wr29c 150ppm
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Facebook subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://crypto-secure-auth.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Facebook Billing Department",notice payment failurewe were unable to process your recent payment for your facebook subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestfacebook billing department
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",look amy ure beautiful intelligent woman like u lot know u donåõt like like donåõt worry
